249 0 1.208 1.024 0 0 0 0 0 0 0 0 0.084 0
499 0 13.044 12.132 0 0 0 0 0 0 0 0 0.372 0
749 0 166.996 161.472 0 0 0 0 0 0 0 0 1.864 0
999 0 229.42 223.824 0 0 0 0 0 0 0 0 1.992 0
1249 0 364.08 355.332 0 0 0 0 0 0 0 0 2.88 0
1499 0 1940.26 1910.57 0 0 0 0 0 0 0 0 8.228 0
1749 0 2668.27 2631.06 0 0 0 0 0 0 0 0 10.72 0
1999 0 2713.52 2671 0 0 0 0 0 0 0 0 13.424 0
2249 0 4420.57 4362.44 0 0 0 0 0 0 0 0 16.38 0
