249 0 8.436 0.912 0 0 0 0 0 0 0 0 0.076 0
499 0 40.664 3.804 0 0 0 0 0 0 0 0 0.364 0
749 0 206.824 20.104 0 0 0 0 0 0 0 0 1.248 0
999 0 228.796 23.984 0 0 0 0 0 0 0 0 1.96 0
1249 0 298.112 47.564 0 0 0 0 0 0 0 0 2.932 0
1499 0 1232.89 123.6 0 0 0 0 0 0 0 0 8.328 0
1749 0 1308.2 147.432 0 0 0 0 0 0 0 0 10.876 0
1999 0 1388.72 152.704 0 0 0 0 0 0 0 0 13.56 0
2249 0 1570.48 271.68 0 0 0 0 0 0 0 0 16.248 0
2499 0 1372.48 234.536 0 0 0 0 0 0 0 0 18.276 0
2749 0 5201.7 606.516 0 0 0 0 0 0 0 0 50.852 0
2999 0 5339.95 608.008 0 0 0 0 0 0 0 0 58.66 0
3249 0 5474.41 610.04 0 0 0 0 0 0 0 0 66.944 0
3499 0 5695.18 690.336 0 0 0 0 0 0 0 0 75.824 0
3749 0 5828.24 692.296 0 0 0 0 0 0 0 0 85.288 0
3999 0 5967.98 694.776 0 0 0 0 0 0 0 0 95.176 0
4249 0 6880.58 1318.36 0 0 0 0 0 0 0 0 105.784 0
4499 0 7023.56 1320.27 0 0 0 0 0 0 0 0 116.984 0
4749 0 7177.36 1323.96 0 0 0 0 0 0 0 0 128.756 0
4999 0 18268.9 3364.16 0 0 0 0 0 0 0 0 337.664 0
