249 0 0.508 0.348 0 0 0 0 0 0 0 0 0.076 0
499 0 2.764 2 0 0 0 0 0 0 0 0 0.348 0
749 0 12.752 9.5 0 0 0 0 0 0 0 0 1.252 0
999 0 17.316 12.836 0 0 0 0 0 0 0 0 2.068 0
1249 0 24.84 18.04 0 0 0 0 0 0 0 0 2.828 0
1499 0 66.068 46.828 0 0 0 0 0 0 0 0 8.084 0
1749 0 83.98 61.408 0 0 0 0 0 0 0 0 10.432 0
1999 0 87.796 62.264 0 0 0 0 0 0 0 0 12.992 0
2249 0 140.088 101.884 0 0 0 0 0 0 0 0 15.908 0
2499 0 135.996 96.188 0 0 0 0 0 0 0 0 18.268 0
2749 0 355.728 247.052 0 0 0 0 0 0 0 0 50.932 0
2999 0 367.988 249.948 0 0 0 0 0 0 0 0 58.784 0
3249 0 379.68 251.78 0 0 0 0 0 0 0 0 67.24 0
3499 0 454.068 315.824 0 0 0 0 0 0 0 0 75.896 0
3749 0 467.192 318.316 0 0 0 0 0 0 0 0 85.476 0
3999 0 479.888 319.348 0 0 0 0 0 0 0 0 95.668 0
4249 0 746.136 525.212 0 0 0 0 0 0 0 0 106.152 0
4499 0 777.108 543.3 0 0 0 0 0 0 0 0 117.072 0
4749 0 776.948 530.556 0 0 0 0 0 0 0 0 128.564 0
4999 0 1987.64 1350.18 0 0 0 0 0 0 0 0 338.024 0
